,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100.0,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,100.04,100.04,100.0,1,100.0,200.04000000000002,0.00039999999999995595,0.00039999999999995595,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90.0,90.0,100.0,1,100.0,190.0,-0.10035985605757702,-0.09995985605757707,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,80.0,80.0,100.0,1,100.0,180.0,-0.11111111111111116,-0.21107096716868823,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,70.0,70.0,100.0,1,100.0,170.0,-0.125,-0.33607096716868823,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,110.0,110.0,100.0,1,100.0,210.0,0.5714285714285714,0.23535760425988317,0.0,0.0,MarginSale,
2022-01-01 05:00:00.001,0.7740566999105122,110.0,85.14623699015634,124.85376300984366,1,99.98870283499552,210.0,,,-0.22594330008948782,24.85376300984366,sale,0.011297165004474391
2022-01-01 06:00:00.000,0.7740566999105122,140.0,108.3679379874717,124.85376300984366,1,99.98870283499552,233.22170099731537,0.2727272727272727,0.2727272727272727,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.5713945821157599,140.0,79.99524149620639,153.226459501109,1,99.97856972910579,233.2217009973154,,,-0.2026621177947523,28.37269649126533,sale,0.010133105889737613
2022-01-01 07:00:00.000,0.5713945821157599,20.0,11.427891642315197,153.226459501109,1,99.97856972910579,164.65435114342418,-0.8571428571428572,-0.8571428571428572,0.0,0.0,MarginPurchase,
2022-01-01 07:00:00.001,0.8162779744510855,20.0,16.32555948902171,148.32879165440247,1,99.96632555948902,164.65435114342418,,,0.24488339233532563,-4.8976678467065256,purchase,0.012244169616766285
2022-01-01 08:00:00.000,0.8162779744510855,200.0,163.2555948902171,148.32879165440247,1,99.96632555948902,311.5843865446196,9.0,9.0,0.0,0.0,MarginSale failed,
