,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,1.0,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,0.23,0.23,1.0,1,100.0,1.23,-0.77,-0.77,0.0,0.0,AbsoluteStopLoss,
2022-01-01 01:00:00.001,0,0.23,0.0,1.23,1,99.95,1.23,,,-1.0,0.22999999999999998,sale,0.05
2022-01-01 01:00:00.002,0,0.23,0.23,1.23,1,99.95,1.23,,,,,end,
2022-01-01 02:00:00.000,0,3.0,0.0,1.23,1,99.95,1.23,12.043478260869565,12.043478260869565,0.0,0.0,,
2022-01-01 03:00:00.000,0,0.45,0.0,1.23,1,99.95,1.23,-0.85,11.193478260869565,0.0,0.0,,
2022-01-01 04:00:00.000,0,0.5,0.0,1.23,1,99.95,1.23,0.11111111111111116,11.304589371980676,0.0,0.0,,
2022-01-01 05:00:00.000,0,345.0,0.0,1.23,1,99.95,1.23,689.0,700.3045893719807,0.0,0.0,,
2022-01-01 06:00:00.000,0,0.0,0.0,1.23,1,99.95,1.23,-1.0,699.3045893719807,0.0,0.0,,
2022-01-01 07:00:00.000,0,0.0,0.0,1.23,1,99.95,1.23,,,0.0,0.0,,
2022-01-01 08:00:00.000,0,0.0,0.0,1.23,1,99.95,1.23,,,0.0,0.0,,
