,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,1,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,2,2.0,1.0,1,100.0,3.0,1.0,1.0,0.0,0.0,MarginSale,
2022-01-01 01:00:00.001,0.30000000000000004,2,0.6000000000000001,2.4,1,99.965,3.0,,,-0.7,1.4,sale,0.034999999999999996
2022-01-01 02:00:00.000,0.30000000000000004,3,0.9000000000000001,2.4,1,99.965,3.3,0.5,0.5,0.0,0.0,MarginSale,
2022-01-01 02:00:00.001,0.19500000000000003,3,0.5850000000000001,2.715,1,99.95975,3.3,,,-0.10500000000000001,0.31499999999999995,sale,0.005250000000000001
2022-01-01 03:00:00.000,0.19500000000000003,4,0.7800000000000001,2.715,1,99.95975,3.495,0.33333333333333326,0.33333333333333326,0.0,0.0,MarginSale,
2022-01-01 03:00:00.001,0.14950000000000002,4,0.5980000000000001,2.897,1,99.957475,3.495,,,-0.04550000000000001,0.18199999999999994,sale,0.002275
2022-01-01 04:00:00.000,0.14950000000000002,5,0.7475,2.897,1,99.957475,3.6445,0.25,0.25,0.0,0.0,MarginSale,
2022-01-01 04:00:00.001,0.12333750000000002,5,0.6166875,3.0278124999999996,1,99.95616687500001,3.6445,,,-0.026162500000000005,0.13081249999999978,sale,0.0013081250000000003
2022-01-01 05:00:00.000,0.12333750000000002,6,0.7400250000000002,3.0278124999999996,1,99.95616687500001,3.7678374999999997,0.19999999999999996,0.19999999999999996,0.0,0.0,,
2022-01-01 06:00:00.000,0.12333750000000002,7,0.8633625000000001,3.0278124999999996,1,99.95616687500001,3.8911749999999996,0.16666666666666674,0.3666666666666667,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.09168087500000002,7,0.6417661250000002,3.2494088749999994,1,99.95458404375,3.8911749999999996,,,-0.031656624999999994,0.22159637499999985,sale,0.0015828312500000001
2022-01-01 07:00:00.000,0.09168087500000002,8,0.7334470000000002,3.2494088749999994,1,99.95458404375,3.9828558749999994,0.1428571428571428,0.1428571428571428,0.0,0.0,,
2022-01-01 08:00:00.000,0.09168087500000002,9,0.8251278750000002,3.2494088749999994,1,99.95458404375,4.07453675,0.125,0.2678571428571428,0.0,0.0,MarginSale,
2022-01-01 08:00:00.001,0.07449071093750002,9,0.6704163984375002,3.4041203515624994,1,99.95372453554688,4.07453675,,,-0.0171901640625,0.15471147656249995,sale,0.000859508203125
