,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,9.0,9.0,1.0,1,100.0,10.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,8.0,8.0,1.0,1,100.0,9.0,-0.11111111111111116,-0.11111111111111116,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,7.0,7.0,1.0,1,100.0,8.0,-0.125,-0.23611111111111116,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,6.0,6.0,1.0,1,100.0,7.0,-0.1428571428571429,-0.37896825396825407,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,5.0,5.0,1.0,1,100.0,6.0,-0.16666666666666663,-0.5456349206349207,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,4.0,4.0,1.0,1,100.0,5.0,-0.19999999999999996,-0.7456349206349207,0.0,0.0,,
2022-01-01 06:00:00.000,1.0,0.5,0.5,1.0,1,100.0,1.5,-0.875,-1.6206349206349207,0.0,0.0,MarginPurchase,
2022-01-01 06:00:00.001,1.324126984126984,0.5,0.662063492063492,0.837936507936508,1,99.98379365079366,1.5,,,0.32412698412698404,-0.16206349206349202,purchase,0.016206349206349203
2022-01-01 07:00:00.000,1.324126984126984,2.0,2.648253968253968,0.837936507936508,1,99.98379365079366,3.486190476190476,3.0,3.0,0.0,0.0,MarginSale failed,
2022-01-01 08:00:00.000,1.324126984126984,0.0001,0.0001324126984126984,0.837936507936508,1,99.98379365079366,0.8380689206349207,-0.99995,2.00005,0.0,0.0,MarginSale failed,
