,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100.0,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,100.04,100.04,100.0,1,100.0,200.04000000000002,0.00039999999999995595,0.00039999999999995595,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90.0,90.0,100.0,1,100.0,190.0,-0.10035985605757702,-0.09995985605757707,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,80.0,80.0,100.0,1,100.0,180.0,-0.11111111111111116,-0.21107096716868823,0.0,0.0,MarginPurchase,
2022-01-01 03:00:00.001,1.1688567737349507,80.0,93.50854189879605,86.49145810120396,1,99.99155716131325,180.0,,,0.16885677373495067,-13.50854189879604,purchase,0.00844283868674753
2022-01-01 04:00:00.000,1.1688567737349507,70.0,81.81997416144655,86.49145810120396,1,99.99155716131325,168.3114322626505,-0.125,-0.125,0.0,0.0,,
2022-01-01 05:00:00.000,1.1688567737349507,110.0,128.57424511084457,86.49145810120396,1,99.99155716131325,215.06570321204853,0.5714285714285714,0.4464285714285714,0.0,0.0,,
2022-01-01 06:00:00.000,1.1688567737349507,140.0,163.6399483228931,86.49145810120396,1,99.99155716131325,250.13140642409707,0.2727272727272727,0.7191558441558441,0.0,0.0,,
2022-01-01 07:00:00.000,1.1688567737349507,20.0,23.377135474699013,86.49145810120396,1,99.99155716131325,109.86859357590298,-0.8571428571428572,-0.1379870129870131,0.0,0.0,,
2022-01-01 08:00:00.000,1.1688567737349507,200.0,233.77135474699014,86.49145810120396,1,99.99155716131325,320.26281284819413,9.0,8.862012987012987,0.0,0.0,,
