,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,1,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,2,2.0,1.0,1,100.0,3.0,1.0,1.0,0.0,0.0,MarginSale,
2022-01-01 01:00:00.001,0.6,2,1.2,1.8,1,99.98,3.0,,,-0.4,0.8,sale,0.020000000000000004
2022-01-01 02:00:00.000,0.6,3,1.7999999999999998,1.8,1,99.98,3.5999999999999996,0.5,0.5,0.0,0.0,MarginSale,
2022-01-01 02:00:00.001,0.48,3,1.44,2.16,1,99.974,3.6,,,-0.12,0.3600000000000001,sale,0.006
2022-01-01 03:00:00.000,0.48,4,1.92,2.16,1,99.974,4.08,0.33333333333333326,0.33333333333333326,0.0,0.0,MarginSale,
2022-01-01 03:00:00.001,0.416,4,1.664,2.416,1,99.9708,4.08,,,-0.064,0.2559999999999998,sale,0.0031999999999999997
2022-01-01 04:00:00.000,0.416,5,2.08,2.416,1,99.9708,4.496,0.25,0.25,0.0,0.0,,
2022-01-01 05:00:00.000,0.416,6,2.496,2.416,1,99.9708,4.912,0.19999999999999996,0.44999999999999996,0.0,0.0,MarginSale,
2022-01-01 05:00:00.001,0.34112,6,2.0467199999999997,2.86528,1,99.967056,4.911999999999999,,,-0.07488,0.4492799999999999,sale,0.0037439999999999995
2022-01-01 06:00:00.000,0.34112,7,2.3878399999999997,2.86528,1,99.967056,5.253119999999999,0.16666666666666674,0.16666666666666674,0.0,0.0,,
2022-01-01 07:00:00.000,0.34112,8,2.72896,2.86528,1,99.967056,5.594239999999999,0.1428571428571428,0.30952380952380953,0.0,0.0,MarginSale,
2022-01-01 07:00:00.001,0.29888609523809523,8,2.391088761904762,3.203151238095238,1,99.9649443047619,5.594239999999999,,,-0.04223390476190475,0.337871238095238,sale,0.002111695238095238
2022-01-01 08:00:00.000,0.29888609523809523,9,2.689974857142857,3.203151238095238,1,99.9649443047619,5.893126095238095,0.125,0.125,0.0,0.0,,
