,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,1,1,1,1,100.0,2,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,2,2,1,1,100.0,3,1.0,1.0,0.0,0.0,,
2022-01-01 02:00:00.000,1,3,3,1,1,100.0,4,0.5,1.5,0.0,0.0,,
2022-01-01 03:00:00.000,1,4,4,1,1,100.0,5,0.33333333333333326,1.8333333333333333,0.0,0.0,,
2022-01-01 04:00:00.000,1,5,5,1,1,100.0,6,0.25,2.083333333333333,0.0,0.0,,
2022-01-01 05:00:00.000,1,6,6,1,1,100.0,7,0.19999999999999996,2.283333333333333,0.0,0.0,,
2022-01-01 06:00:00.000,1,7,7,1,1,100.0,8,0.16666666666666674,2.45,0.0,0.0,,
2022-01-01 07:00:00.000,1,8,8,1,1,100.0,9,0.1428571428571428,2.592857142857143,0.0,0.0,,
2022-01-01 08:00:00.000,1,9,9,1,1,100.0,10,0.125,2.717857142857143,0.0,0.0,AbsoluteTakeProfit,
2022-01-01 08:00:00.001,0,9,0,10,1,99.95,10,,,-1.0,9.0,sale,0.05
2022-01-01 08:00:00.002,0,9,9,10,1,99.95,10,,,,,end,
