,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,1.0,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,0.23,0.23,1.0,1,100.0,1.23,-0.77,-0.77,0.0,0.0,,
2022-01-01 02:00:00.000,1,3.0,3.0,1.0,1,100.0,4.0,12.043478260869565,11.273478260869565,0.0,0.0,,
2022-01-01 03:00:00.000,1,0.45,0.45,1.0,1,100.0,1.45,-0.85,10.423478260869565,0.0,0.0,,
2022-01-01 04:00:00.000,1,0.5,0.5,1.0,1,100.0,1.5,0.11111111111111116,10.534589371980676,0.0,0.0,,
2022-01-01 05:00:00.000,1,345.0,345.0,1.0,1,100.0,346.0,689.0,699.5345893719807,0.0,0.0,AbsoluteTakeProfit,
2022-01-01 05:00:00.001,0,345.0,0.0,346.0,1,99.95,346.0,,,-1.0,345.0,sale,0.05
2022-01-01 05:00:00.002,0,345.0,345.0,346.0,1,99.95,346.0,,,,,end,
2022-01-01 06:00:00.000,0,0.0,0.0,346.0,1,99.95,346.0,-1.0,-1.0,0.0,0.0,,
2022-01-01 07:00:00.000,0,0.0,0.0,346.0,1,99.95,346.0,,,0.0,0.0,,
2022-01-01 08:00:00.000,0,0.0,0.0,346.0,1,99.95,346.0,,,0.0,0.0,,
