,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,9.0,9.0,1.0,1,100.0,10.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,8.0,8.0,1.0,1,100.0,9.0,-0.11111111111111116,-0.11111111111111116,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,7.0,7.0,1.0,1,100.0,8.0,-0.125,-0.23611111111111116,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,6.0,6.0,1.0,1,100.0,7.0,-0.1428571428571429,-0.37896825396825407,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,5.0,5.0,1.0,1,100.0,6.0,-0.16666666666666663,-0.5456349206349207,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,4.0,4.0,1.0,1,100.0,5.0,-0.19999999999999996,-0.7456349206349207,0.0,0.0,,
2022-01-01 06:00:00.000,1.0,0.5,0.5,1.0,1,100.0,1.5,-0.875,-1.6206349206349207,0.0,0.0,,
2022-01-01 07:00:00.000,1.0,2.0,2.0,1.0,1,100.0,3.0,3.0,1.3793650793650793,0.0,0.0,MarginSale,
2022-01-01 07:00:00.001,0.44825396825396824,2.0,0.8965079365079365,2.1034920634920633,1,99.9724126984127,3.0,,,-0.5517460317460318,1.1034920634920633,sale,0.02758730158730159
2022-01-01 08:00:00.000,0.44825396825396824,0.0001,4.482539682539683e-05,2.1034920634920633,1,99.9724126984127,2.103536888888889,-0.99995,-0.99995,0.0,0.0,,
