,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,9.0,9.0,1.0,1,100.0,10.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,8.0,8.0,1.0,1,100.0,9.0,-0.11111111111111116,-0.11111111111111116,0.0,0.0,AbsoluteStopLoss,
2022-01-01 01:00:00.001,0,8.0,0.0,9.0,1,99.95,9.0,,,-1.0,8.0,sale,0.05
2022-01-01 01:00:00.002,0,8.0,8.0,9.0,1,99.95,9.0,,,,,end,
2022-01-01 02:00:00.000,0,7.0,0.0,9.0,1,99.95,9.0,-0.125,-0.125,0.0,0.0,,
2022-01-01 03:00:00.000,0,6.0,0.0,9.0,1,99.95,9.0,-0.1428571428571429,-0.2678571428571429,0.0,0.0,,
2022-01-01 04:00:00.000,0,5.0,0.0,9.0,1,99.95,9.0,-0.16666666666666663,-0.43452380952380953,0.0,0.0,,
2022-01-01 05:00:00.000,0,4.0,0.0,9.0,1,99.95,9.0,-0.19999999999999996,-0.6345238095238095,0.0,0.0,,
2022-01-01 06:00:00.000,0,0.5,0.0,9.0,1,99.95,9.0,-0.875,-1.5095238095238095,0.0,0.0,,
2022-01-01 07:00:00.000,0,2.0,0.0,9.0,1,99.95,9.0,3.0,1.4904761904761905,0.0,0.0,,
2022-01-01 08:00:00.000,0,0.0001,0.0,9.0,1,99.95,9.0,-0.99995,0.4905261904761905,0.0,0.0,,
