,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,100.0,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,100.04,100.04,100.0,1,100.0,200.04000000000002,0.00039999999999995595,0.00039999999999995595,0.0,0.0,AbsoluteTakeProfit,
2022-01-01 01:00:00.001,0,100.04,0.0,200.04000000000002,1,99.95,200.04000000000002,,,-1.0,100.04000000000002,sale,0.05
2022-01-01 01:00:00.002,0,100.04,100.04,200.04000000000002,1,99.95,200.04000000000002,,,,,end,
2022-01-01 02:00:00.000,0,90.0,0.0,200.04000000000002,1,99.95,200.04000000000002,-0.10035985605757702,-0.10035985605757702,0.0,0.0,,
2022-01-01 03:00:00.000,0,80.0,0.0,200.04000000000002,1,99.95,200.04000000000002,-0.11111111111111116,-0.21147096716868818,0.0,0.0,,
2022-01-01 04:00:00.000,0,70.0,0.0,200.04000000000002,1,99.95,200.04000000000002,-0.125,-0.3364709671686882,0.0,0.0,,
2022-01-01 05:00:00.000,0,110.0,0.0,200.04000000000002,1,99.95,200.04000000000002,0.5714285714285714,0.2349576042598832,0.0,0.0,,
2022-01-01 06:00:00.000,0,140.0,0.0,200.04000000000002,1,99.95,200.04000000000002,0.2727272727272727,0.5076848769871559,0.0,0.0,,
2022-01-01 07:00:00.000,0,20.0,0.0,200.04000000000002,1,99.95,200.04000000000002,-0.8571428571428572,-0.3494579801557013,0.0,0.0,,
2022-01-01 08:00:00.000,0,200.0,0.0,200.04000000000002,1,99.95,200.04000000000002,9.0,8.650542019844298,0.0,0.0,,
