,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1,1,1,1,1,100.0,2,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1,2,2,1,1,100.0,3,1.0,1.0,0.0,0.0,AbsoluteStopLoss,
2022-01-01 01:00:00.001,0,2,0,3,1,99.95,3,,,-1.0,2.0,sale,0.05
2022-01-01 01:00:00.002,0,2,2,3,1,99.95,3,,,,,end,
2022-01-01 02:00:00.000,0,3,0,3,1,99.95,3,0.5,0.5,0.0,0.0,,
2022-01-01 03:00:00.000,0,4,0,3,1,99.95,3,0.33333333333333326,0.8333333333333333,0.0,0.0,,
2022-01-01 04:00:00.000,0,5,0,3,1,99.95,3,0.25,1.0833333333333333,0.0,0.0,,
2022-01-01 05:00:00.000,0,6,0,3,1,99.95,3,0.19999999999999996,1.2833333333333332,0.0,0.0,,
2022-01-01 06:00:00.000,0,7,0,3,1,99.95,3,0.16666666666666674,1.45,0.0,0.0,,
2022-01-01 07:00:00.000,0,8,0,3,1,99.95,3,0.1428571428571428,1.5928571428571427,0.0,0.0,,
2022-01-01 08:00:00.000,0,9,0,3,1,99.95,3,0.125,1.7178571428571427,0.0,0.0,,
