,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,1,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,2,2.0,1.0,1,100.0,3.0,1.0,1.0,0.0,0.0,MarginSale,
2022-01-01 01:00:00.001,0.6,2,1.2,1.8,1,99.98,3.0,,,-0.4,0.8,sale,0.020000000000000004
2022-01-01 02:00:00.000,0.6,3,1.7999999999999998,1.8,1,99.98,3.5999999999999996,0.5,0.5,0.0,0.0,MarginSale,
2022-01-01 02:00:00.001,0.48,3,1.44,2.16,1,99.974,3.6,,,-0.12,0.3600000000000001,sale,0.006
2022-01-01 03:00:00.000,0.48,4,1.92,2.16,1,99.974,4.08,0.33333333333333326,0.33333333333333326,0.0,0.0,,
2022-01-01 04:00:00.000,0.48,5,2.4,2.16,1,99.974,4.5600000000000005,0.25,0.5833333333333333,0.0,0.0,MarginSale,
2022-01-01 04:00:00.001,0.368,5,1.8399999999999999,2.72,1,99.9684,4.5600000000000005,,,-0.11199999999999999,0.56,sale,0.0056
2022-01-01 05:00:00.000,0.368,6,2.208,2.72,1,99.9684,4.928000000000001,0.19999999999999996,0.19999999999999996,0.0,0.0,,
2022-01-01 06:00:00.000,0.368,7,2.576,2.72,1,99.9684,5.296,0.16666666666666674,0.3666666666666667,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.3140266666666667,7,2.1981866666666665,3.0978133333333338,1,99.96570133333334,5.296,,,-0.05397333333333332,0.37781333333333356,sale,0.0026986666666666674
2022-01-01 07:00:00.000,0.3140266666666667,8,2.5122133333333334,3.0978133333333338,1,99.96570133333334,5.610026666666667,0.1428571428571428,0.1428571428571428,0.0,0.0,,
2022-01-01 08:00:00.000,0.3140266666666667,9,2.8262400000000003,3.0978133333333338,1,99.96570133333334,5.924053333333334,0.125,0.2678571428571428,0.0,0.0,,
