,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100.0,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,100.04,100.04,100.0,1,100.0,200.04000000000002,0.00039999999999995595,0.00039999999999995595,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90.0,90.0,100.0,1,100.0,190.0,-0.10035985605757702,-0.09995985605757707,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,80.0,80.0,100.0,1,100.0,180.0,-0.11111111111111116,-0.21107096716868823,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,70.0,70.0,100.0,1,100.0,170.0,-0.125,-0.33607096716868823,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,110.0,110.0,100.0,1,100.0,210.0,0.5714285714285714,0.23535760425988317,0.0,0.0,MarginSale,
2022-01-01 05:00:00.001,0.9529284791480234,110.0,104.82213270628257,105.17786729371743,1,99.9976464239574,210.0,,,-0.047071520851976634,5.177867293717426,sale,0.002353576042598831
2022-01-01 06:00:00.000,0.9529284791480234,140.0,133.40998708072328,105.17786729371743,1,99.9976464239574,238.58785437444072,0.2727272727272727,0.2727272727272727,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.9009505621035857,140.0,126.133078694502,112.45477567993869,1,99.99504752810519,238.5878543744407,,,-0.05197791704443766,7.276908386221265,sale,0.0025988958522218815
2022-01-01 07:00:00.000,0.9009505621035857,20.0,18.019011242071713,112.45477567993869,1,99.99504752810519,130.4737869220104,-0.8571428571428572,-0.8571428571428572,0.0,0.0,,
2022-01-01 08:00:00.000,0.9009505621035857,200.0,180.19011242071713,112.45477567993869,1,99.99504752810519,292.6448881006558,9.0,8.142857142857142,0.0,0.0,MarginSale failed,
