,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,110,110.0,100.0,1,100.0,210.0,0.10000000000000009,0.10000000000000009,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90,90.0,100.0,1,100.0,190.0,-0.18181818181818177,-0.08181818181818168,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,85,85.0,100.0,1,100.0,185.0,-0.05555555555555558,-0.13737373737373726,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,70,70.0,100.0,1,100.0,170.0,-0.17647058823529416,-0.3138443256090314,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,10,10.0,100.0,1,100.0,110.0,-0.8571428571428572,-1.1709871827518885,0.0,0.0,MarginPurchase,
2022-01-01 05:00:00.001,1.5854935913759443,10,15.854935913759443,94.14506408624055,1,99.9707253204312,110.0,,,0.5854935913759443,-5.854935913759448,purchase,0.029274679568797216
2022-01-01 06:00:00.000,1.5854935913759443,140,221.96910279263219,94.14506408624055,1,99.9707253204312,316.11416687887277,13.0,13.0,0.0,0.0,,
2022-01-01 07:00:00.000,1.5854935913759443,200,317.09871827518884,94.14506408624055,1,99.9707253204312,411.2437823614294,0.4285714285714286,13.428571428571429,0.0,0.0,,
2022-01-01 08:00:00.000,1.5854935913759443,240,380.51846193022664,94.14506408624055,1,99.9707253204312,474.6635260164672,0.19999999999999996,13.628571428571428,0.0,0.0,,
