,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,110,110.0,100.0,1,100.0,210.0,0.10000000000000009,0.10000000000000009,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90,90.0,100.0,1,100.0,190.0,-0.18181818181818177,-0.08181818181818168,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,85,85.0,100.0,1,100.0,185.0,-0.05555555555555558,-0.13737373737373726,0.0,0.0,MarginPurchase,
2022-01-01 03:00:00.001,1.0274747474747474,85,87.33535353535353,97.66464646464647,1,99.99862626262626,185.0,,,0.02747474747474743,-2.3353535353535335,purchase,0.0013737373737373725
2022-01-01 04:00:00.000,1.0274747474747474,70,71.92323232323233,97.66464646464647,1,99.99862626262626,169.5878787878788,-0.17647058823529416,-0.17647058823529416,0.0,0.0,MarginPurchase,
2022-01-01 04:00:00.001,1.0637385620915032,70,74.46169934640523,95.12617944147357,1,99.99681307189542,169.5878787878788,,,0.03626381461675576,-2.538467023172899,purchase,0.0018131907308377897
2022-01-01 05:00:00.000,1.0637385620915032,10,10.637385620915031,95.12617944147357,1,99.99681307189542,105.7635650623886,-0.8571428571428572,-0.8571428571428572,0.0,0.0,MarginPurchase,
2022-01-01 05:00:00.001,1.2460937441643323,10,12.460937441643322,93.30262762074528,1,99.98769531279177,105.76356506238861,,,0.18235518207282908,-1.8235518207282837,purchase,0.009117759103641454
2022-01-01 06:00:00.000,1.2460937441643323,140,174.4531241830065,93.30262762074528,1,99.98769531279177,267.75575180375176,13.0,13.0,0.0,0.0,MarginSale failed,
2022-01-01 07:00:00.000,1.2460937441643323,200,249.21874883286645,93.30262762074528,1,99.98769531279177,342.52137645361177,0.4285714285714286,13.428571428571429,0.0,0.0,MarginSale failed,
2022-01-01 08:00:00.000,1.2460937441643323,240,299.0624985994397,93.30262762074528,1,99.98769531279177,392.365126220185,0.19999999999999996,13.628571428571428,0.0,0.0,MarginSale failed,
