,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,110,110.0,100.0,1,100.0,210.0,0.10000000000000009,0.10000000000000009,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90,90.0,100.0,1,100.0,190.0,-0.18181818181818177,-0.08181818181818168,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,85,85.0,100.0,1,100.0,185.0,-0.05555555555555558,-0.13737373737373726,0.0,0.0,MarginPurchase,
2022-01-01 03:00:00.001,1.1236363636363635,85,95.5090909090909,89.4909090909091,1,99.99381818181818,185.0,,,0.12363636363636354,-10.5090909090909,purchase,0.006181818181818177
2022-01-01 04:00:00.000,1.1236363636363635,70,78.65454545454544,89.4909090909091,1,99.99381818181818,168.14545454545453,-0.17647058823529416,-0.17647058823529416,0.0,0.0,MarginPurchase,
2022-01-01 04:00:00.001,1.302096256684492,70,91.14673796791445,76.99871657754011,1,99.98489518716578,168.14545454545456,,,0.17845989304812848,-12.492192513368991,purchase,0.008922994652406419
2022-01-01 05:00:00.000,1.302096256684492,10,13.02096256684492,76.99871657754011,1,99.98489518716578,90.01967914438502,-0.8571428571428572,-0.8571428571428572,0.0,0.0,MarginPurchase,
2022-01-01 05:00:00.001,2.3065705118411,10,23.065705118411,66.95397402597402,1,99.93467147440795,90.01967914438502,,,1.004474255156608,-10.044742551566088,purchase,0.05022371275783041
2022-01-01 06:00:00.000,2.3065705118411,140,322.919871657754,66.95397402597402,1,99.93467147440795,389.87384568372806,13.0,13.0,0.0,0.0,MarginSale failed,
2022-01-01 07:00:00.000,2.3065705118411,200,461.31410236822,66.95397402597402,1,99.93467147440795,528.268076394194,0.4285714285714286,13.428571428571429,0.0,0.0,MarginSale failed,
2022-01-01 08:00:00.000,2.3065705118411,240,553.576922841864,66.95397402597402,1,99.93467147440795,620.530896867838,0.19999999999999996,13.628571428571428,0.0,0.0,MarginSale failed,
