,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,1,1.0,1.0,1,100.0,2.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,2,2.0,1.0,1,100.0,3.0,1.0,1.0,0.0,0.0,MarginSale,
2022-01-01 01:00:00.001,0.040000000000000036,2,0.08000000000000007,2.92,1,99.952,3.0,,,-0.96,1.92,sale,0.048
2022-01-01 02:00:00.000,0.040000000000000036,3,0.1200000000000001,2.92,1,99.952,3.04,0.5,0.5,0.0,0.0,MarginSale,
2022-01-01 02:00:00.001,0.02080000000000002,3,0.06240000000000006,2.9776,1,99.95103999999999,3.04,,,-0.019200000000000016,0.057599999999999874,sale,0.0009600000000000008
2022-01-01 03:00:00.000,0.02080000000000002,4,0.08320000000000008,2.9776,1,99.95103999999999,3.0608,0.33333333333333326,0.33333333333333326,0.0,0.0,MarginSale,
2022-01-01 03:00:00.001,0.014144000000000014,4,0.05657600000000006,3.004224,1,99.9507072,3.0608,,,-0.006656000000000006,0.02662399999999998,sale,0.0003328000000000003
2022-01-01 04:00:00.000,0.014144000000000014,5,0.07072000000000007,3.004224,1,99.9507072,3.074944,0.25,0.25,0.0,0.0,MarginSale,
2022-01-01 04:00:00.001,0.010749440000000011,5,0.05374720000000006,3.0211968,1,99.950537472,3.074944,,,-0.003394560000000003,0.01697280000000001,sale,0.00016972800000000017
2022-01-01 05:00:00.000,0.010749440000000011,6,0.06449664000000006,3.0211968,1,99.950537472,3.08569344,0.19999999999999996,0.19999999999999996,0.0,0.0,MarginSale,
2022-01-01 05:00:00.001,0.00868554752000001,6,0.05211328512000006,3.0335801548799997,1,99.95043427737599,3.0856934399999996,,,-0.002063892480000001,0.012383354879999864,sale,0.00010319462400000008
2022-01-01 06:00:00.000,0.00868554752000001,7,0.06079883264000007,3.0335801548799997,1,99.95043427737599,3.09437898752,0.16666666666666674,0.16666666666666674,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.0072958599168000075,7,0.051071019417600054,3.0433079681023996,1,99.95036479299583,3.0943789875199994,,,-0.0013896876032000027,0.009727813222399906,sale,6.948438016000012e-05
2022-01-01 07:00:00.000,0.0072958599168000075,8,0.05836687933440006,3.0433079681023996,1,99.95036479299583,3.1016748474367994,0.1428571428571428,0.1428571428571428,0.0,0.0,MarginSale,
2022-01-01 07:00:00.001,0.006295284842496007,8,0.050362278739968055,3.0513125686968317,1,99.95031476424211,3.1016748474368,,,-0.0010005750743040005,0.008004600594432087,sale,5.002875371520003e-05
2022-01-01 08:00:00.000,0.006295284842496007,9,0.056657563582464064,3.0513125686968317,1,99.95031476424211,3.107970132279296,0.125,0.125,0.0,0.0,MarginSale,
2022-01-01 08:00:00.001,0.005539850661396486,9,0.04985865595256837,3.058111476326727,1,99.95027699253305,3.1079701322792954,,,-0.0007554341810995209,0.006798907629895545,sale,3.7771709054976044e-05
