,base_free,base-quote,base-quote_free,quote_free,base-commission,commission_free,quote_value,price_change_pct,price_acc_pct_change,base_free_change,quote_free_change,action,commission
2022-01-01 00:00:00.000,1.0,100.0,100.0,100.0,1,100.0,200.0,,,0.0,0.0,init,
2022-01-01 01:00:00.000,1.0,100.04,100.04,100.0,1,100.0,200.04000000000002,0.00039999999999995595,0.00039999999999995595,0.0,0.0,,
2022-01-01 02:00:00.000,1.0,90.0,90.0,100.0,1,100.0,190.0,-0.10035985605757702,-0.09995985605757707,0.0,0.0,,
2022-01-01 03:00:00.000,1.0,80.0,80.0,100.0,1,100.0,180.0,-0.11111111111111116,-0.21107096716868823,0.0,0.0,,
2022-01-01 04:00:00.000,1.0,70.0,70.0,100.0,1,100.0,170.0,-0.125,-0.33607096716868823,0.0,0.0,,
2022-01-01 05:00:00.000,1.0,110.0,110.0,100.0,1,100.0,210.0,0.5714285714285714,0.23535760425988317,0.0,0.0,,
2022-01-01 06:00:00.000,1.0,140.0,140.0,100.0,1,100.0,240.0,0.2727272727272727,0.5080848769871559,0.0,0.0,MarginSale,
2022-01-01 06:00:00.001,0.7967660492051376,140.0,111.54724688871926,128.45275311128074,1,99.98983830246026,240.0,,,-0.2032339507948624,28.452753111280742,sale,0.010161697539743119
2022-01-01 07:00:00.000,0.7967660492051376,20.0,15.935320984102752,128.45275311128074,1,99.98983830246026,144.3880740953835,-0.8571428571428572,-0.8571428571428572,0.0,0.0,,
2022-01-01 08:00:00.000,0.7967660492051376,200.0,159.35320984102754,128.45275311128074,1,99.98983830246026,287.8059629523083,9.0,8.142857142857142,0.0,0.0,MarginSale failed,
